201512|13707|98069|78583|56372|53458|56894|13250|97954|102448|236255|87183|82166|72819|162957|56861|56731|100346|79440|33581|63193|40702|52478|30524|126760|101869|83352|54374|17188|64804|86276|31595|254765|65957|23391|24532|56668|200850|123483|17776|18923|73544|78623|92214|77650|74472|53281|98837|36481|24424|89120|25401|45348|99003|39833|18941|61114|47046|91899|13252|62611|96954|134689|21890|5267|91407|186693|74172|40294|45125|19440|10895|67636|53478|41246|62206|140818|491616|131075|123945|71591|105100|191803|108925|88912|197605|77344|101824|56993|43033|64938|66890|36582|48426|56777|96609|25697|53086|47759|46781|51901|72218|8466|62915|34319|116657|137269|36426|90563|45251|30166|120184|127004|38045|80465|69014|87455|106905|32763|6804|46335|18660|110006|134286|168415|39246|25731|118312|12068|111534|10983|106813|65309|219922|31343|48986|47332|46279|21580|51732|196031|88025|69788|132249|81702|222366|37995|7018|20154|41564|12054|40700|27805|176746|11579|33458|61832|68234|41990|207789|42586|45006|19240|57210|11564|147208|92925|7516|25944|121176|126780|40402|25562|106095|134496|173848|118788|40316|63794|117222|57762|57874|16920|27636|15998|47108|50762|179855|38359|20407|43036|73690|186441|318040|610704|39626|46813|28540|84163|76988|113723|55145|29828|53960|15866946|6.6
201511|14032|94129|77096|68281|46683|47911|13396|98341|106674|243009|74873|82678|66038|173440|56071|53623|213372|69950|29147|67152|40804|76883|33298|130507|58950|56187|32563|27397|34902|81300|33650|274357|69972|35990|26905|61397|210357|89621|26949|19932|65927|65000|83996|79512|71575|55835|98880|35972|23695|83267|29654|45727|121454|38081|20528|77427|46683|97515|11996|59852|76314|304043|22107|5555|100585|197253|82764|33324|45818|20048|9999|63690|57350|42416|65501|139812|481756|134142|131747|92856|105760|211641|119584|87032|191162|82205|99573|70589|27881|69328|69235|45034|47919|59500|161681|28108|47974|49709|46280|49734|87886|7763|60859|48243|121450|122731|478435|115948|29095|29446|98706|136866|38667|85574|68541|57923|111685|33615|4969|42446|22599|116944|147331|171641|38000|27384|131725|14809|98258|11985|100284|66321|212161|28457|61087|46325|47787|23054|53419|166968|91293|73700|121086|87844|261865|37613|8083|21043|33662|32515|35933|30512|174797|11300|34042|63478|54546|44376|215844|37652|40497|21323|60491|11799|150200|97031|8091|32833|123036|109003|47602|34701|105640|130432|438714|151668|31092|66065|108278|49722|24732|17650|29349|15316|52939|59691|278131|39031|20942|48164|78371|183656|337968|608591|39174|48331|23979|94666|57283|114851|56611|31388|58598|17083603|7.1
201510|14484|97161|82134|52403|78630|47126|11601|107154|134761|244597|74802|76491|64352|157844|50265|79565|92203|71019|28426|64571|46248|57563|31071|127482|58025|56543|34534|20670|22373|72606|33051|286634|72224|17693|22656|62673|217330|107828|15159|20652|65510|72755|90059|82479|75898|51071|109715|33711|23109|87989|27904|50564|109131|42345|21902|79757|55886|93221|11908|79866|76469|145601|23620|6780|178150|199527|85190|32504|56012|27185|11294|68303|57602|46981|69757|121269|515312|124870|124590|61212|114406|212297|116166|85049|190503|78167|99782|58677|24714|72640|59866|36352|38579|48824|94073|29066|43228|47400|53029|70243|75320|7266|68192|33512|111600|128814|30176|92884|22818|24349|96111|141505|48574|83388|65086|55598|102356|37563|5449|87558|33253|124329|140251|193571|41875|24684|131955|13438|128593|11251|101596|58155|223627|28739|74439|46738|45463|23426|55918|166726|94246|74938|141568|97444|225132|35051|5749|17265|31228|14907|69538|37170|161375|14817|30603|61472|62304|44593|204605|41867|52657|19641|54441|11996|176667|103087|8173|29714|126508|115036|43490|34637|114539|139224|189269|108322|35734|67904|102235|60081|22088|16584|73893|15642|45767|49412|172514|33361|19637|46207|80852|158538|313447|580920|52437|45861|29859|80783|61870|94498|50170|34214|58155|16064755|6.7
201509|13123|88599|84756|52644|64768|52431|10940|108363|183383|251039|92910|76587|62957|154938|47844|67427|99143|76324|26169|65013|44439|54834|29001|132909|54385|66439|84322|1626|22191|80815|30732|238180|84114|18891|22368|87505|201712|161576|14890|18370|73160|103710|103878|89431|81605|49395|102287|28017|31912|85258|27036|48311|108675|58264|23643|87880|64010|81097|12529|128194|81892|149133|19826|6850|172268|229601|93654|32779|66755|20239|10686|70136|56122|43252|137158|142774|522475|121818|126125|63028|124674|190309|121261|87930|188695|75302|100116|57129|26255|83271|63642|49322|47677|55995|104803|27247|41383|43267|49413|62271|73773|5643|59576|29541|109924|120981|30181|98169|20467|35732|102084|141395|44906|93458|64484|72858|100707|38425|5269|255993|27537|121612|141646|167404|50830|24778|116243|11654|97722|11108|103439|58231|207386|27236|48703|51711|45261|26543|56270|160073|92929|74865|112215|93779|194442|30388|6105|19090|29508|11499|80408|223563|190539|12658|34850|98022|69111|39978|229197|51252|53869|25223|56094|11151|158386|92764|6679|27066|143387|108990|44929|38188|108813|148412|540469|105689|43272|63061|101035|49393|21193|17933|63393|14860|52211|38087|163773|43169|18816|41559|69945|169129|320177|591677|62644|49100|23930|153269|62267|95403|58121|30664|53787|17178810|7.2
201508|13668|85873|87800|53209|44911|45853|11655|84595|82214|233328|88491|70708|66877|171052|62354|65245|105173|80776|27109|76311|40041|52792|29044|133573|58847|73658|28466|82144|28427|78968|29961|243920|92704|16930|21342|54090|210091|85394|16146|21211|71594|101524|103929|87675|78995|48918|107181|30375|63408|97725|27319|49276|101254|38623|19805|85180|58719|84899|12341|69279|77440|141104|22872|5291|92554|191940|99325|38438|44109|17460|11127|72456|57963|34966|76640|117947|596124|136775|121351|54415|100668|168823|118371|113701|201294|62860|93144|59132|19470|60944|73199|34180|47376|56984|94637|24909|45691|41306|48398|57571|70363|15720|84908|27661|130986|144269|36660|101609|25551|29325|128066|131549|40684|107281|66759|80576|104752|37737|4441|36287|22255|108485|151988|157380|40138|22546|115191|15454|163285|11871|107992|53544|259818|27319|47602|50233|58471|28653|50254|174004|90425|77744|104354|84146|177444|28221|6103|18082|35243|10963|36167|33343|143563|9759|31414|71641|67800|39539|268181|46372|53573|32674|52825|10595|145589|117173|6966|29270|125799|133589|41935|37853|109821|142248|99910|129332|30221|61553|124944|59738|20890|16203|35023|14095|53802|39754|145009|30729|18192|45907|70142|209421|303972|600745|34274|46465|25130|73687|60729|101902|47085|30079|81163|15928102|6.7
201507|13862|80193|81799|54127|48288|46595|11084|100303|88720|235232|89482|72123|79144|154107|58535|62825|108464|86148|26743|63738|48299|75473|29515|137183|56986|81129|25706|113684|35153|77691|34604|266018|79630|15244|25455|81016|204463|78129|15370|20487|80346|109607|113431|105622|80774|48587|108075|33131|28475|102813|26083|51295|102521|42642|15871|80725|54310|91753|21144|67370|81318|149764|21933|5571|88443|199005|307435|46174|48195|16619|9976|88199|73313|41903|75120|129280|535725|125271|295124|53950|106810|181959|119899|114530|206478|63283|110734|82227|22994|63496|63232|44006|49168|55810|90568|25047|51514|41012|46644|60495|72403|10214|90668|26535|121789|154089|30394|121703|33004|24093|120434|144447|54779|120829|77960|81648|103208|33010|4951|52723|22537|105443|159515|148168|40568|24667|120072|13364|167368|13162|106026|59176|217154|26794|53919|59856|69340|35165|57949|176498|89312|81081|116693|84371|185724|30234|5772|19121|35998|11361|37431|35934|144101|9965|31121|101973|63118|37621|213308|46532|53406|24116|59362|11037|146203|94552|7434|27768|128202|116073|43442|26119|109541|154676|70106|108802|36774|64118|104512|61237|23223|17163|36825|14232|81109|75876|162457|48606|26390|42603|68809|133913|314909|650091|39696|55800|26419|74593|58122|104093|47224|31117|84369|16621058|6.9
201506|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
201505|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
201504|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
201503|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
201502|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
201501|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
201412|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
201411|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
201410|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
201409|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
201408|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
201407|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
201406|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
201405|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
201404|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
201403|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
201402|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
201401|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
201312|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
